시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
안성3.1운동기념관,공립,경기도 안성시 원곡면 만세로 868,경기도 안성시 원곡면 칠곡리 2-18,37.061983,127.174452,031-678-2507,안성시,http://www.anseong.go.kr/tourPortal/41.main.do,-,09:00,18:00,09:00,18:00,"월요일(월요일이 휴일인 경우 다음날 휴관), 1월 1일, 설날 당일, 추석 당일",0,0,0,,3?1운동의 전국 3대 실력 항쟁지 중 한 곳으로 가장 극렬하게 만세항쟁을 펼쳐 일제를 몰아내고 “2일 간의 해방”을 이뤄냈던 4?1만세 항쟁의 집결지였던 만세고개 일원을 성역화하여 선열들의 숭고한 자주독립 정신을 발전시키고 후세들에게 나라사랑의 산 교육장으로 활용하기 위해 건립하였다.,"자가용이용●평택제천고속도로 서안성IC - 45번 국도 안성방면 - 만세고개 좌회전 - 좌회전 직진 후 왼쪽 주차장 진입대중교통 이용●평택터미널에서 8번(안성 양성터미널행)●안성터미널에서 7번(원곡면사무소 행)●공도버스터미널에서 7-6번(원곡지방산단 행)●안성터미널 - 양성터미널 - 기념관 : 60, 60-3, 22-1, 7-2 - (환승) - 8, 7-6, 7●용인터미널에서 22-1번 승차, 양성터미널 하차 환승",031-678-2476,안성시,2018-08-01,4080000,경기도 안성시,
조병화문학관,사립,경기도 안성시 양성면 난실길 14-1,경기도 안성시 양성면 난실리 산337,37.1120754,127.221585,031-674-0307,조병화문학관,http://www.poetcho.com,-,10:30,16:00,10:30,16:00,"월요일,신정,구정,추석,성탄절",3000,2000,2000,6세이하020인이상 단체 10할인,"편운 조병화의 유품 및 창작저작물, 그림을 상설 전시하는 문학기념관으로서, 조병화 시인이 전 생애의 창작활동을 통해 추구해 온 꿈과 사랑의 시정신이 오롯이 담겨 있으며, 한국 현대문학의 한 발자취가 보존되어 있는 곳입니다.",-,031-674-0307,조병화문학관,2018-08-01,4080000,경기도 안성시,
DIMA MOA,대학,경기도 안성시 삼죽면 동아예대길 47,경기도 안성시 삼죽면 진촌리 632-18,37.062338,127.353282,031-670-6938,동아방송예술대학,http://moa.dima.ac.kr,-,09:00,18:00,09:00,18:00,"일요일,공휴일",0,0,0,-,"동아방송예술대학교 엔터테인먼트관 내에 있는 DIMA갤러리는 기획전과 개인전을 통해 대학 소장품 및 국내외 유수한 작가들의 작품을 전시하며, 지역 예술문화를 선도하여 지역문화 형성에 기여하고 지역민의 예술 체험 기회를 제공하고자 합니다.",-,031-670-6600,동아방송예술대학교,2018-08-01,4080000,경기도 안성시,
경기여고경운박물관,사립,서울특별시 강남구 삼성로 29 경기여고 100주년기념관,서울특별시 강남구 개포동 152,37.4878490,127.0661000,02-3463-1336,경기여고경운박물관,kwmuseum.org,문화상품점,10:00,17:00,00:00,00:00,일요일 및공휴일,2000,1000,0,20명 이상 단체 20퍼센트할인,경기여고 경운박물관은 2003년 4월 15일에 개관한 근현대복식전문박물관,지하철 신분당선 개포동역 7번 출구(약 50m),02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
세계골프역사박물관,사립,서울특별시 강남구 테헤란로 528,서울특별시 강남구 대치동 945-5,37.5082800,127.0619600,02-2192-3005,세계골프역사박물관,http://superiori.com,문화상품점,10:00,19:00,10:00,19:00,일요일 및 국정공휴일,5000,3000,3000,"경로(만 65세 이상) 20퍼센트할인 문화가 있는 날 입장료 50퍼센트할인 KPGA, KLPGA 회원 무료",㈜슈페리어가 운영하는 기업박물관으로 2014년에 개관한 국내 최초이자 유일의 골프박물관,"버스: N13, N61, 146, 333, 341, 360, 740, 3411, 4434 +지하철:2호선 삼성역 4번출구(약50m)",02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
코리아나 화장박물관,사립,서울특별시 강남구 언주로 827(신사동),서울특별시 강남구 신사동 627-8,37.5240710,127.0328460,031-722-7000,코리아나 화장박물관,www.spacec.co.kr,주차타워 24대 주차 가능,10:00,18:00,10:00,18:00,"일요일,1월1일,설날 및 추석 연휴",4000,3000,3000,"10인 이상 단체 1,000원 할인 65세 이상, 7세 이하, 장애인 무료",코리아나 화장박물관은 한국 옛 여인의 화장 문화를 보존하고 널리 알리고자 설립한 국내 최대 규모의 전문 화장박물관,"버스:141,3011,351,3011 지하철:3호선 압구정역3번출구",02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
도산안창호기념관,사립,서울특별시 강남구 도산대로45길 20,서울특별시 강남구 신사동 649-9,37.5238740,127.0354560,02-541-1800,도산안창호기념관,http://www.ahnchangho.or.kr,,10:00,17:00,10:00,14:00,매주 일요일ㆍ설날ㆍ추석ㆍ성탄절,0,0,0,,,,02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
관세박물관,국립,서울특별시 강남구 언주로 721,서울특별시 강남구 논현2동 71,37.5185580,127.0339220,02-510-1082,관세박물관,http://www.customs.go.kr/kcshome/main/content/ContentView.do?contentId=CONTENT_ID_000001513&layoutMenuNo=21347,"주차장,휠체어,별관카페",09:30,18:00,00:00,00:00,공휴일,0,0,0,,관세역사를 재조명하고 관세행정을 홍보하고 교육하기위해 2000년 8월 개관,"지하철 7호선 학동역 10번출구버스 141번, 3001번",02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
탄허기념박물관,사립,서울특별시 강남구 밤고개로14길,서울특별시 강남구 자곡동285,37.4790000,127.1030000,02-445-8486,탄허기념박물관,www.tanheo.org,"매주화,금 차봉사",10:00,17:00,10:30,17:00,"매주 월요일, 신정, 설, 추석 연휴",0,0,0,·,탄허스님유물전시 및 특별전시와 교육프로그램운영,수서역6번출구에서 900미터,02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
호림박물관 신사분관,사립,서울특별시 강남구 도산대로 317,서울특별시 강남구 신사동 651-24,37.5228520,127.0362710,02-858-2500,호림박물관 총무부,www.horimmuseum.org/,,10:30,18:00,00:00,00:00,매주일요일휴관,8000,5000,5000,,고미술관,압구정로데오 5번출구 도보 15분,02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
포스코미술관,사립,서울특별시 강남구 테헤란로 440 포스코센터,서울특별시 강남구 대치동 892,37.5060210,127.0561370,02-3457-1665,포스코미술관,www.poscoartmuseum.org,,10:00,19:00,12:00,17:00,"매주일요일, 국공일",0,0,0,,포스코센터 내 위치,"선릉역 1번출구 도보 10분, 삼성역 4번출구 도보 10분",02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
코리아나미술관,사립,서울특별시 강남구 언주로 827,서울특별시 강남구 신사동 627-8,37.5240710,127.0328460,031-722-7000,코리아나미술관,www.spacec.co.kr,주차타워 24대 주차 가능,10:00,18:00,10:00,18:00,"일요일, 1월1일, 설날 및 추석 연휴",4000,3000,3000,"10인 이상 단체 1,000원 할인 65세 이상, 7세 이하, 장애인 무료","코리아나미술관은 개관 이래 실험적인 현대미술을 적극적으로 수용하고 지원한다는 방침에 따라, 동시대 미술의 주요 이슈와 함께 화장 · 여성성 · 신체 · 미디어 · 퍼포먼스 등 다양한 문화적 코드를 조명하는 다수의 기획전을 통해 국제적 수준의 전시기획을 선보여 왔습니다. 또한, 시각예술 영역뿐 아니라 음악 · 연극 · 무용 · 문학 등 인접 예술을 아우르는 전시 및 프로그램 기획을 통해 타 영역과의 소통을 시도하고 있습니다. 앞으로도 코리아나미술관은 21세기 시각예술문화를 선도하며, 연구 · 전시 · 교육이 통합적으로 이루어지는 개방형 미술관으로서 관객과 함께 나아갈 것입니다.","버스:141,3011,351,3011 지하철:3호선 압구정역3번출구",02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
밀알미술관,사립,서울특별시 강남구 일원로 90,서울특별시 강남구 일원본동 713,37.4856790,127.0826430,02-3412-0061,밀알미술관,http://www.milalmuseum.or.kr/,"카페, 베이커리",09:30,17:00,00:00,00:00,공휴일,0,0,0,,,"지하철: 3호선 일원역하차 (7번출구 도보 5분거리, 삼성의료원 정문 맞은편) 버 스: 16번, 3413번, 강남01번",02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
피규어뮤지엄W,사립,서울특별시 강남구 청담동 84-9,서울특별시 강남구 선릉로158길 3,37.5257190,127.0403200,070-7404-2240,피규어뮤지엄W,http://www.figuremuseumw.co.kr,,11:00,19:00,11:00,19:00,월요일,15000,13500,12000,,,,02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
K현대미술관,사립,서울특별시 강남구 신사동 666-7,서울특별시 강남구 선릉로 807,37.5242820,127.0390110,02-2138-0952,K현대미술관,http://www.kmcaseoul.org/ko/,,10:00,19:00,10:00,19:00,월요일,15000,12000,10000,"미취학 8000원, 24개월 미만 입장불가, 학교단체(50명이상) 6000원",,,02-3423-5939,서울특별시 강남구청,2018-08-28,3220000,서울특별시 강남구,
안상철미술관,사립,경기도 양주시 백석읍 권율로 905,경기도 양주시 백석읍 기산리 215-3,37.778371,126.956991,031-874-0734,안상철미술관,http://www.ahnsangchul.co.kr/museum/introduction1.html,http://www.ahnsangchul.co.kr/museum/introduction1.html,11:00,17:00,11:00,17:00,"매주 월요일, 명절(설날, 추석), 1월1일 휴관, 동절기 12월 15일부터 다음해 3월 15일 휴관",3000,1000,0,"어린이,노인무료관람",연정 안상철과 더불어 화가로 활동하신 부인 나희균의 예술세계를 널리 알리고 한국미술사에서 적절한 위상을 정립하기 위함,http://www.ahnsangchul.co.kr/museum/introduction1.html,031-874-0734,안상철미술관,2018-08-20,5590000,경기도 양주시,
필룩스조명박물관,사립,경기도 양주시 광적면 광적로 235-48,경기도 양주시 광적면 석우리 624-8,37.835731,126.968451,070-7780-8911,필룩스조명박물관,http://www.lighting-museum.com/wp/intro/,http://www.lighting-museum.com/wp/intro/,10:00,17:00,10:00,17:00,"신정, 설날연휴, 추석연휴,필룩스 창립기념일(6.20)",5000,4000,4000,장애인 및 양주시민 50할인,"빛의 과거와 현재, 미래가 공존하는 곳 조명박물관입니다",http://www.lighting-museum.com/wp/intro/,070-7780-8911,필룩스조명박물관,2018-08-20,5590000,경기도 양주시,
청암박물관,사립,경기도 양주시 장흥면 권율로 83-5 (장흥관광지 입구),,37.722055,126.945774,03-855-5100,청암박물관,http://www.cheong-am.co.kr/ca01_Introduction.html,http://www.cheong-am.co.kr/ca_Introduction.html,10:00,18:00,10:00,18:00,"1, 3, 4번째 월요일 휴관",5000,5000,3000,,"청암박물관은 과거와 현재 그리고 미래가, 사람과 자연이 어우러져 하나됨이 기쁜 곳입니다.",http://www.cheong-am.co.kr/ca_map.html,03-855-5100,청암박물관,2018-08-20,5590000,경기도 양주시,
양주시립장욱진미술관,공립,경기도 양주시 장흥면 권율로 193,,37.732817,126.949252,031-8082-4245,양주시립장욱진미술관,http://changucchin.yangju.go.kr/,http://changucchin.yangju.go.kr/index.html?menuKey=30,10:00,18:00,10:00,18:00,"매주 월요일과 1월 1일, 설날 및 추석날",5000,1000,1000,"양주시민(신분증 소지자) 50할인, 국가요공자, 장애인 등 무료","양주시립장욱진미술관은 한국 근현대미술을 대표하는 장욱진의 업적과 정신을 기리며, 한국현대미술의 발전에 이바지하는 미술작품과 자료를 전시, 연구, 수집을 목적으로 합니다.",http://changucchin.yangju.go.kr/index.html?menuKey=33,031-8082-4245,양주시립장욱진미술관,2018-08-20,5590000,경기도 양주시,
가나아트파크,사립,경기도 양주시 장흥면 권율로 117,,37.7258355,126.949339,031-877-0500,가나아트파크,https://artpark.modoo.at/,https://artpark.modoo.at/?link=ea79taeo,10:00,18:00,10:00,17:00,매주 월요일 휴무,8000,7000,6000,"24개월 미만 무료, 65세이상 무료, 장애인, 국가유공자 50할인, 양주시민 1000원할인",전시와 체험이 어우러진 프로그램을 통해 가족이 함께 참여하고 소통할 수 있는 가나아트파크에는 ''예술-자연-인간''이 공존합니다. 가족 단위 나들이에서부터 본격적인 문화체험에 이르기까지 다양한 활용이 가능한 가나아트파크에서 신선한 문화 체험과 감동을 느껴보시기 바랍니다.,https://artpark.modoo.at/?link=9oeg7ckc,031-877-0500,가나아트파크,2018-08-20,5590000,경기도 양주시,
울진봉평신라비전시관,국립,경상북도 울진군 죽변면 봉화길 15,경상북도 울진군 죽변면 봉평리 521,37.04387546,129.4092729,054-789-5460,울진군,-,"야외비석공원주차장,화자실,연못,정자",10:00,17:00,10:00,17:00,월요일,0,0,0,없음,국보 제242호 실내전시관봉평신라비 실물 및 삼국시대의 주요 석비모형전시금석학의 계보와 시대별 비의 양식변화한자서체와 한글창제등을 소개,,054-783-6891,경북울진군청,2018-08-30,5250000,경상북도 울진군,
향암미술관,사립,경상북도 울진군 온정면 백암온천로 1388,경상북도 울진군 온정면 소태리 산32,36.71812868,129.354602,054-787-0001,울진군,www.hyangam.co.kr/index.html,"야외전시장,조각공원,화장실",09:30,17:00,09:30,17:00,월요일,3000,1500,1000,"단체 30인이상:2,000원단체 초등학생:500원","백암온천 입구 도로변에 위치3개의 전시실과 세미나실,야외전시장,조각공원한국화 원로들의 작품과 한국 젊은 작가들의 작품등 전시",,054-783-6891,경북울진군청,2018-08-30,5250000,경상북도 울진군,
제천유물전시관,공립,충청북도 제천시 청풍면 청풍호로 2048,충청북도 제천시 청풍면 물태리 산6-20,37.004049,128.171771,043-641-5532,제천시청 문화예술과,,장애인 편의시설 및 주차장,09:00,18:00,09:00,18:00,연중 무휴,3000,2000,1000,,"제천유물전시관은 제천의 향토유물을 살필 수 있는 곳으로 고려시대의 청동 거울, 선사시대의 토기, 다양한 생활도구 등이 전시되어 있다.",,043-641-5532,충청북도 제천시,2018-08-24,4400000,충청북도 제천시,
제천의병전시관,공립,충청북도 제천시 봉양읍 의암로 566-7,충청북도 제천시 봉양읍 공전리 475,37.100232,128.086173,043-641-4808,제천시청 문화예술과,http://www.jecheon.go.kr/jcub/index.do,장애인 편의시설 및 주차장,09:00,18:00,09:00,18:00,"매주 월요일 및 명절(설날, 추석)",0,0,0,,제천의병전시관은 제천을 중심으로 명성황후 시해와 단발령에 반발하여 위정척사의 깃발 아래 외세의 침입에 항거한 호좌(湖左) 의병의 활동과 전개 과정을 살펴볼 수 있는 전시관이다.,,043-641-4808,충청북도 제천시,2018-08-24,4400000,충청북도 제천시,
국제한방발효박물관,공립,충청북도 제천시 한방엑스포로 19,충청북도 제천시 왕암동 660,37.142868,128.160549,043-653-9550,제천시청 한방바이오과,http://www.expopark.kr,장애인 편의시설 및 주차장,09:00,17:30,09:00,17:30,"매주 월요일(공휴일인 경우 익일 휴무),1월 1일, 설날, 추석",0,0,0,,"국제발표박물관은 과거 발효식품의 유래와 효능을 통해 발효식품의 발전 방향을 알아보고, 현재 우리 실생활에 응용되는 세계 각국의 발효식품들과 발효의 방법, 발효의 과정 등을 살펴볼 수 있는 곳이다.",,043-653-9550,충청북도 제천시,2018-08-24,4400000,충청북도 제천시,
