관리번호,공원명
41360-00025,덕소3호공원
41360-00026,도농1호공원
41360-00027,도농3호공원
41360-00028,도농4호공원
41360-00029,진접물놀이장
41360-00030,평내3호공원
41360-00031,어린이공원
41360-00032,덕소2호공원
41360-00033,청학2호공원
41360-00034,도곡2호공원
41360-00035,창현2호공원
41360-00036,양지어린이공원
41360-00037,어린이공원
41360-00038,평내5호공원
41360-00039,오남1지구 어린이공원
41360-00040,마석택지어린이공원
41360-00041,청학5호공원
41360-00042,진접4호솔빛공원
41360-00043,마석우어린이공원
41360-00044,장현4어린이공원
41360-00045,어린이공원
41360-00046,부평1어린이공원
41360-00047,장현5어린이공원
41360-00048,마석물놀이장
41360-00049,어린이공원
41360-00050,마석택지어린이공원
41360-00051,별내택지어린이공원2
41360-00052,호평1호공원
41360-00053,청학3호공원
41360-00054,덕소4호공원
41360-00055,금곡물놀이장
41360-00056,어린이공원
41360-00057,평내1호공원
41360-00058,진건물놀이장
41360-00059,장현3어린이공원
41360-00060,호평3호공원
41360-00061,장현3어린이공원
41360-00062,호평2호공원
41360-00063,별내택지어린이공원6
41360-00064,창현3호공원
41360-00065,창현6호공원
41360-00066,창현5호공원
41360-00067,덕소5호공원
41360-00068,진접5호아쿠아키즈파크
41360-00069,어린이공원
41360-00070,창현4호공원
41360-00071,어린이공원
41360-00072,어린이공원
41360-00073,진접7호숲속공원
41360-00074,호평4호공원
41360-00075,평내4호공원
41360-00076,별내택지어린이공원3
41360-00077,청학4호공원
41360-00078,진접3호늘찬공원
41360-00079,별내택지어린이공원4
41360-00080,창현1호공원
41360-00081,가운택지 어린이공원
41360-00082,진접2호도담공원
41360-00083,오남2지구 어린이공원
41360-00084,진접6호한빛공원
41360-00085,별내택지어린이공원7
41360-00086,별내택지어린이공원1
41360-00087,진접1호해밀공원
41360-00088,어린이공원/2-12
41360-00089,별내택지어린이공원5
41360-00090,어린이공원/3
41360-00091,호평5호공원/2-11
41360-00092,부평1지구근린공원
41360-00093,청학공원
41360-00094,사용종료매립장근린공원
41360-00095,양지근린공원
41360-00096,도곡1공원
41360-00098,오남체육 근린공원
41360-00099,오남근린공원
41360-00100,동양파라곤근린공원
41360-00101,평내2호공원
41360-00102,별내택지 근린공원1
41360-00103,근린공원
41360-00104,별내택지 근린공원2
41360-00105,평내1호공원
41360-00106,진접3호두리공원
41360-00107,별내택지 근린공원3
41360-00108,진접5호청솔공원
41360-00109,별내택지 근린공원7
41360-00110,바람근린공원
41360-00111,중앙근린공원
41360-00112,진접6호은빛공원
41360-00113,중앙공원
41360-00114,진영공원
41360-00115,별내택지 근린공원4
41360-00116,별내택지 근린공원6
41360-00117,진접4호해참공원
41360-00118,별내택지 근린공원5
41360-00119,진접2호에버그린파크
41360-00120,사능역사공원
41360-00121,홍유릉역사공원
41360-00122,구석기역사공원
41360-00123,황금산 문화공원
41360-00124,가운택지 문화공원
41360-00097,진접1호하늘아리공원
41360-00125,능내공원
41360-00126,문화공원/367
41360-00127,도제원지구 수변공원
41360-00128,영락공원
41360-00129,모란공원
41360-00130,별내택지 체육공원
41360-00131,체육공원
41360-00132,에코랜드 체육공원
41360-00133,체육공원
41360-00134,체육공원
41360-00135,체육공원
41360-00135,체육공원
41360-00130,체육공원
41360-00131,체육공원
41360-00132,체육공원
26530-00002,야시곡공원
26530-00004,고동바위공원
26530-00008,덕포공원
26530-00010,덕포 백양공원
26530-00011,창날공원
26530-00013,양지1공원
26530-00014,양지2공원
26530-00015,주례백양공원
26530-00019,승학공원
26530-00027,모라지구공원
26530-00029,다누림공원
26530-00032,문화공원
43770-00002,용산공원
43770-00003,운동공원
43770-00007,금왕공원
43770-00008,내송공원
43770-00013,망가래 공원
43770-00040,읍내5공원
43770-00081,제5호공원
43770-00106,양덕공원
27110-00001,달성공원
27110-00002,경상감영공원
27110-00004,국채보상운동기념공원
27110-00005,2.28기념 중앙공원
27200-00029,앞산공원
27290-00179,두류공원
27260-00037,대구체육공원
27710-00058,명곡체육공원
41271-00002,반월공원
41271-00003,상록수공원
41271-00006,성호공원
41271-00011,석호공원
41271-00013,성포공원
41271-00014,성어공원
41271-00025,시랑
41271-00028,매화
41271-00031,상록수
41271-00032,정재2
41271-00033,월광
41271-00034,이동
41271-00035,장수
41271-00036,각골
41271-00037,양지
41271-00039,부남
41271-00042,장화
41271-00046,장곡
41271-00053,후곡
41271-00054,항호
41271-00057,안골
41271-00061,용신
41271-00064,부루지
41271-00068,약수
41271-00070,산정
41271-00073,이호
41271-00074,부곡
41271-00075,월피
41271-00076,시곡
41271-00078,월성
41271-00086,구룡
41271-00096,장상
41273-00011,와동묘지공원
41273-00013,와동공원
41273-00017,못골
41273-00022,거미울
41273-00023,화랑
41273-00024,석수
41273-00026,황금
41273-00027,해송
41273-00030,정지막골
41273-00031,달미
41273-00032,와동
41273-00033,여울
41273-00037,복지
41273-00042,원곡
41273-00046,선삼로
41273-00048,방죽
41273-00053,바람
41273-00054,와개
41273-00055,광덕산밑
41273-00060,둔배미공원
41273-00061,와동제2공원
41273-00083,방아머리공원
41670-00001,영월근린공원
41670-00002,여주근린공원
41670-00003,1호공원
41670-00004,2호공원
41670-00005,3호공원
41670-00006,4호공원
41670-00007,5호공원
41670-00008,7호공원
41670-00009,9호공원
41670-00010,14호공원
41670-00018,17호공원
41670-00011,태평근린공원
41670-00012,태평4호공원
41670-00013,태평5호공원
41670-00014,여주IC앞소공원
41670-00015,법무단지앞 소공원1
41670-00016,법무단지앞 소공원2
41670-00017,금은모래강변공원
47750-00001,월막공원
41117-00081,소담
41111-00080,제17호 소공원(송원)
41113-00081,제18호 소공원
41113-00082,제28호 소공원
41113-00083,제29호 소공원
41113-00084,제69호 소공원
41113-00085,제70호 소공원
41115-00042,제16호 소공원
41113-00087,제51호 소공원
41113-00046,장대산
41113-00047,중앙
41113-00049,용화출
41113-00050,어공9호(솔밭)
41113-00051,효정
41113-00053,159호(장교둑)
41113-00054,전원
41113-00056,어공6호
41113-00057,다솜
41115-00031,청록
41115-00039,미나리쉼터
41117-00029,제38호(매화)
41117-00032,제44호(미래)
41113-00019,문화
41113-00022,버드내
41117-00066,온누리
41117-00069,망포
41117-00072,물봉선공원
41117-00076,소꿉놀이공원
41117-00079,틴틴공원
41117-00022,다산
41117-00026,번암가족
41111-00012,세일
41111-00015,송죽
41111-00018,역마
41111-00020,창훈
41111-00026,조원
41111-00028,별
41111-00031,바람
41111-00035,비단
41111-00037,솔뫼
41113-00026,오목천
41113-00029,탑동1호
41113-00039,일월2호
41113-00042,일월5호
41111-00003,밤밭
41111-00006,정자
41111-00039,대평
41113-00060,다정
41113-00061,아우름
41113-00062,상상나래
41113-00063,꿈나무
41113-00064,안용
41113-00065,온수골
41113-00067,권선3-4호
41113-00068,별빛
41113-00070,신아
41113-00071,오누이
41113-00072,명당
41113-00074,88호(갓띠)
41113-00075,하늘이랑
41113-00077,물이랑
41113-00078,해누리
41113-00079,별누리
41115-00009,나래
41115-00010,고등2호
41113-00059,권선
41115-00012,동말
41115-00013,화서오거리
41115-00014,샛별
41115-00015,푸른숲
41115-00016,산마루
41115-00017,선재미
41115-00019,백로
41117-00037,효원
41117-00038,푸름
41117-00040,매여울
41117-00041,풀샘
41117-00043,옹달샘
41117-00044,산샘
41117-00046,매미
41117-00047,교통
41117-00049,솔빛
41117-00050,해오름
41117-00052,미로
41117-00053,달님
41117-00054,푸른
41117-00055,단오
41117-00056,수정
41117-00057,으뜸
41117-00058,제130호(풀잎)
41117-00060,솔찬
41117-00061,박지성
41117-00062,한울
41117-00064,샘말
41115-00020,양지말
41115-00022,화서2호
41115-00023,숙지
41115-00025,제167호
41115-00026,못골
41115-00027,제12호
41115-00029,제49호
41115-00030,작은새
41115-00032,솔밭산
41115-00033,제18호
41115-00034,반달
41115-00035,드라마센터
41115-00036,장다리
41115-00037,인계 제171호
41115-00038,인계 제198호
41115-00040,인계 제146호
41115-00041,장고개
41117-00030,청심
41117-00031,무지개
41117-00033,산남
41117-00034,우정
41117-00035,참새
41117-00036,혜성
41117-00065,방죽
41111-00048,화산
41111-00049,정천
41111-00050,노루말
41111-00051,오리뜰
41113-00020,신곡
41113-00021,재간령
41113-00023,한주
41113-00086,제71호 소공원
41113-00045,풀잎
41113-00048,세곡
41113-00052,150호(무지개)
41113-00055,어공7호
41113-00058,어공4호
41113-00066,상록
41113-00069,곡반정
41113-00073,까치
41113-00076,꿈이랑
41115-00008,교동 제158호
41115-00011,약수터
41115-00018,제76호
41117-00039,매화
41117-00042,제148호(그린나래)
41117-00045,마루터기
41117-00048,먼내
41117-00051,달래
41117-00059,보리수
41117-00063,미리내
41115-00021,화서1호
41115-00024,화서4호
41115-00028,당산
41111-00041,꽃뫼
41111-00042,명인
41111-00043,두견
41111-00044,노을
41111-00045,동신
41111-00046,영복
41111-00047,거북이
41113-00044,일월7호
41117-00067,수련
41117-00068,제181호(미래)
41117-00070,당암
41117-00071,다람쥐공원
41117-00073,붐붐공원
41117-00074,꿈틀이공원
41117-00075,동물놀이공원
41117-00077,신호등공원
41117-00078,고래등공원
41117-00080,소문(제143호)
41111-00040,백설
41113-00008,여기산
41113-00012,탑동
41115-00005,청소년문화
41117-00001,교통
41117-00004,매봉
41117-00007,매화
41113-00005,권선중앙
41117-00014,영흥
41117-00015,청명
41117-00016,황골
41117-00017,열림
41117-00018,성죽
41117-00019,솔내
41117-00020,연암
41117-00021,광교중앙
41117-00023,혜령
41117-00024,사색
41117-00025,텃밭
41117-00027,역사
41117-00028,광교호수
41111-00013,장우
41111-00014,소정
41111-00016,석산
41111-00017,다람쥐
41111-00019,연무
41111-00021,쪽박산
41111-00022,일림
41111-00023,정자
41111-00024,영화
41111-00025,대추원
41111-00027,금당
41111-00029,달
41111-00030,하늘
41111-00032,샘터
41111-00033,천천
41111-00034,초록
41111-00036,청솔
41111-00038,연꽃
41113-00024,장승배기
41113-00025,제162호
41113-00027,오색
41113-00028,여우별
41113-00031,탑동3호
41113-00032,탑골
41113-00033,벌터
41113-00034,한터
41113-00035,구운1호
41113-00036,하구운
41113-00037,구운3호
41113-00038,일월1호
41113-00040,일월3호
41113-00041,일월4호
41113-00043,일월6호
41111-00001,광교
41111-00002,만석
41111-00004,밤밭청개구리
41111-00005,샘내
41111-00007,효행
41111-00008,지지대쉼터
41113-00030,탑동2호
41111-00009,천천3
41111-00010,퉁소바위
41111-00011,정자문화
41113-00001,고색
41113-00002,구운
41113-00003,권선
41113-00004,권선늘푸른
41113-00006,들바람
41113-00007,솔대
41113-00009,오목천
41113-00010,올림픽공원
41113-00011,일월
41113-00013,고렴
41113-00014,고색중보들
41113-00015,배다리
41113-00016,마중
41113-00017,당수
41113-00018,달누리수변
41115-00001,서호
41115-00002,서호꽃뫼
41115-00003,숙지산
41115-00004,예술
41115-00006,효원
41115-00007,황새말
41117-00002,망포
41117-00003,머내생태
41117-00005,매여울
41117-00006,매탄
41117-00008,반달
41117-00009,벽적골
41117-00011,선주리들
41117-00012,영통사
41117-00010,살구골
41117-00013,영통중앙
43130-00001,근린공원/1(대가미공원)
43130-00011,근린공원/4(예성공원)
43130-00015,근린공원/5(탄금대공원)
43130-00020,근린공원/9(호암공원)
43130-00021,근린공원/10(중앙공원)
43130-00024,근린공원/13(용탄공원)
43130-00025,근린공원/14(향교공원)
43130-00026,근린공원/15(남양공원)
43130-00027,근린공원/16(금제공원)
43130-00031,근린공원/20(금릉소공원)
43130-00033,근린공원/22(조동근린공원)
43130-00043,근린공원/수1(수안보공원)
43130-00055,어린이공원/1
43130-00058,어린이공원/2
43130-00061,어린이공원/3
43130-00064,어린이공원/4
43130-00066,어린이공원/5
43130-00068,어린이공원/6
43130-00069,어린이공원/7
43130-00070,어린이공원/8
